"Feature ID"	Log_Ratio_Classification
34122	Denominator
22020	Denominator
19281	Denominator
33589	Denominator
34949	Denominator
8771	Denominator
15943	Denominator
22811	Denominator
12601	Denominator
14031	Denominator
36578	Denominator
23347	Denominator
7462	Denominator
21744	Denominator
28503	Denominator
22903	Denominator
6319	Denominator
23831	Denominator
29547	Denominator
18715	Denominator
6352	Denominator
31835	Denominator
36383	Denominator
29099	Denominator
33924	Denominator
24995	Denominator
12307	Denominator
14781	Denominator
18018	Denominator
33542	Denominator
24930	Denominator
11706	Denominator
20598	Denominator
24148	Denominator
3726	Denominator
24535	Denominator
22645	Denominator
6148	Denominator
22608	Denominator
34661	Denominator
20283	Denominator
12585	Denominator
10715	Denominator
25499	Denominator
24225	Denominator
15999	Denominator
14473	Denominator
30104	Denominator
26415	Denominator
29480	Denominator
24587	Denominator
25248	Denominator
31823	Denominator
29522	Denominator
3374	Denominator
8416	Denominator
28548	Denominator
15011	Denominator
22858	Denominator
5516	Denominator
20387	Denominator
8350	Denominator
10057	Denominator
10107	Denominator
19859	Denominator
7954	Denominator
17410	Denominator
15062	Denominator
7645	Denominator
10132	Denominator
15827	Denominator
37162	Denominator
14651	Denominator
23110	Denominator
34638	Denominator
32201	Denominator
13499	Denominator
29823	Denominator
15981	Denominator
33784	Denominator
8029	Denominator
23635	Denominator
15709	Denominator
29612	Denominator
13369	Denominator
18247	Denominator
29878	Denominator
31838	Denominator
30688	Denominator
36805	Denominator
15123	Denominator
32929	Denominator
15157	Denominator
26008	Denominator
8285	Denominator
19088	Denominator
3635	Denominator
3511	Denominator
32591	Denominator
13208	Denominator
14675	Denominator
33166	Denominator
8737	Denominator
33293	Denominator
34619	Denominator
25808	Denominator
2294	Denominator
24169	Denominator
16692	Denominator
20318	Denominator
32089	Denominator
37206	Denominator
23637	Denominator
26363	Denominator
16955	Denominator
27417	Denominator
31019	Denominator
28235	Denominator
17866	Denominator
21284	Denominator
15316	Denominator
13698	Denominator
26488	Denominator
27463	Denominator
8750	Denominator
13318	Denominator
13585	Denominator
33679	Denominator
15802	Denominator
13333	Denominator
16506	Denominator
14992	Denominator
29933	Denominator
5720	Denominator
29156	Denominator
21928	Denominator
9347	Denominator
27045	Denominator
34599	Denominator
27712	Denominator
11319	Denominator
20873	Denominator
1246	Denominator
33540	Denominator
21676	Denominator
37139	Denominator
23070	Denominator
33139	Denominator
33930	Denominator
29479	Denominator
12706	Denominator
14878	Denominator
5304	Denominator
34447	Denominator
10600	Denominator
5360	Denominator
29491	Denominator
22015	Denominator
2748	Denominator
17399	Denominator
27035	Denominator
32766	Denominator
30824	Denominator
15031	Denominator
15552	Denominator
30021	Denominator
27943	Denominator
6466	Denominator
14746	Denominator
32840	Denominator
20321	Denominator
17459	Denominator
34032	Denominator
36286	Denominator
4213	Denominator
8291	Denominator
31587	Denominator
5784	Denominator
12304	Denominator
35471	Denominator
32838	Denominator
12222	Denominator
5052	Denominator
27435	Denominator
23818	Denominator
11262	Denominator
9233	Denominator
14916	Denominator
25143	Denominator
20149	Denominator
14384	Denominator
33568	Denominator
18576	Denominator
33024	Denominator
21477	Denominator
20133	Denominator
25874	Denominator
11326	Denominator
8986	Denominator
33146	Denominator
25438	Denominator
23984	Denominator
17257	Denominator
22305	Denominator
20334	Denominator
33619	Denominator
976	Denominator
31757	Denominator
24013	Denominator
23069	Denominator
5623	Denominator
7532	Denominator
25765	Denominator
31975	Denominator
30233	Denominator
10011	Denominator
11840	Denominator
16132	Denominator
6171	Denominator
15175	Denominator
18425	Denominator
25134	Denominator
23610	Denominator
8191	Denominator
22119	Denominator
10840	Denominator
33572	Denominator
21602	Denominator
30574	Denominator
24640	Denominator
26467	Denominator
18785	Denominator
8932	Denominator
8448	Denominator
14243	Denominator
22791	Denominator
19660	Denominator
30519	Denominator
12495	Denominator
25336	Denominator
16211	Denominator
29329	Denominator
1076	Denominator
9938	Denominator
9539	Denominator
8493	Denominator
8717	Denominator
21988	Denominator
13116	Denominator
33173	Denominator
26388	Denominator
20976	Denominator
33701	Denominator
20372	Denominator
20868	Denominator
16220	Denominator
16579	Denominator
29163	Denominator
13085	Denominator
10335	Denominator
30361	Denominator
1916	Denominator
26485	Denominator
12576	Denominator
11356	Denominator
32120	Denominator
27121	Denominator
18204	Denominator
20970	Denominator
19049	Denominator
20683	Denominator
30771	Denominator
35353	Denominator
28011	Denominator
32086	Denominator
31848	Denominator
13704	Denominator
29083	Denominator
16908	Denominator
1500	Denominator
10554	Denominator
22820	Denominator
33049	Denominator
17710	Denominator
12234	Denominator
19175	Denominator
12816	Denominator
22546	Denominator
8234	Denominator
27062	Denominator
13236	Denominator
11524	Denominator
16645	Denominator
32687	Denominator
31188	Denominator
5153	Denominator
5444	Denominator
25003	Denominator
31201	Denominator
37131	Denominator
33691	Denominator
31842	Denominator
22443	Denominator
28939	Denominator
22813	Denominator
13552	Denominator
13215	Denominator
6890	Denominator
6786	Denominator
17131	Denominator
17639	Denominator
35008	Denominator
30477	Denominator
20068	Denominator
6698	Denominator
30015	Denominator
10286	Denominator
34245	Denominator
29109	Denominator
1555	Denominator
13915	Denominator
804	Denominator
25527	Denominator
17936	Denominator
1017	Denominator
29139	Denominator
16604	Denominator
20363	Denominator
3352	Denominator
31437	Denominator
32393	Denominator
9405	Denominator
25800	Denominator
13674	Denominator
13929	Denominator
21421	Denominator
16739	Denominator
3962	Denominator
7788	Denominator
29912	Denominator
33208	Denominator
22176	Denominator
20225	Denominator
18085	Denominator
33121	Denominator
10295	Denominator
26446	Denominator
37117	Denominator
32747	Denominator
22666	Denominator
26059	Denominator
18332	Denominator
12190	Denominator
15800	Denominator
26208	Denominator
4500	Denominator
28958	Denominator
34982	Denominator
37103	Denominator
34493	Denominator
29619	Denominator
28052	Denominator
17099	Denominator
20493	Denominator
25450	Denominator
29033	Denominator
28854	Denominator
13644	Denominator
19253	Denominator
1976	Denominator
13637	Denominator
26974	Denominator
6672	Denominator
23788	Denominator
22941	Denominator
28280	Denominator
24919	Denominator
3699	Denominator
13769	Denominator
10256	Denominator
32288	Denominator
14143	Denominator
23060	Denominator
33063	Denominator
8595	Denominator
10522	Denominator
26389	Denominator
17079	Denominator
33665	Denominator
20859	Denominator
36736	Denominator
24859	Denominator
25762	Denominator
15298	Denominator
7809	Denominator
16864	Denominator
21849	Denominator
22705	Denominator
15650	Denominator
18127	Denominator
23957	Denominator
12631	Denominator
22790	Denominator
14223	Denominator
24942	Denominator
10303	Denominator
13491	Denominator
24108	Denominator
22044	Denominator
24441	Denominator
35980	Denominator
13804	Denominator
21271	Denominator
1354	Denominator
21873	Denominator
16380	Denominator
26455	Denominator
17351	Denominator
28001	Denominator
17135	Denominator
14741	Denominator
27503	Denominator
19136	Denominator
28803	Denominator
5719	Denominator
34601	Denominator
25891	Denominator
31953	Denominator
6295	Denominator
15419	Denominator
32938	Denominator
16520	Denominator
32897	Denominator
18320	Denominator
9773	Denominator
37115	Denominator
27707	Denominator
19830	Denominator
22412	Denominator
31350	Denominator
25548	Denominator
29265	Denominator
25736	Denominator
21470	Denominator
20851	Denominator
29967	Denominator
22243	Denominator
25597	Denominator
20404	Denominator
6888	Denominator
20424	Denominator
17912	Denominator
8553	Denominator
3862	Denominator
1994	Denominator
20153	Denominator
10079	Denominator
7004	Denominator
28675	Denominator
12465	Denominator
31476	Denominator
29556	Denominator
11994	Denominator
31556	Denominator
32791	Denominator
20561	Denominator
20009	Denominator
3188	Denominator
32815	Denominator
27280	Denominator
26113	Denominator
1273	Denominator
13399	Denominator
15171	Denominator
32905	Denominator
18231	Denominator
4438	Denominator
35612	Denominator
26394	Denominator
31157	Denominator
16889	Denominator
15589	Denominator
24523	Denominator
1494	Denominator
19375	Denominator
7625	Denominator
18210	Denominator
31830	Denominator
7389	Denominator
29994	Denominator
19341	Numerator
19743	Numerator
24840	Numerator
20858	Numerator
20641	Numerator
1485	Numerator
5518	Numerator
7961	Numerator
5320	Numerator
3407	Numerator
20691	Numerator
16849	Numerator
21674	Numerator
17443	Numerator
3891	Numerator
22049	Numerator
16902	Numerator
12401	Numerator
10655	Numerator
28406	Numerator
10680	Numerator
19763	Numerator
16354	Numerator
5310	Numerator
12949	Numerator
8202	Numerator
8422	Numerator
14237	Numerator
7915	Numerator
11412	Numerator
9117	Numerator
12606	Numerator
18400	Numerator
28421	Numerator
5648	Numerator
16538	Numerator
29124	Numerator
13134	Numerator
24301	Numerator
16800	Numerator
26741	Numerator
11900	Numerator
24771	Numerator
18361	Numerator
9934	Numerator
29232	Numerator
13224	Numerator
23988	Numerator
9588	Numerator
9643	Numerator
5657	Numerator
22998	Numerator
20173	Numerator
14750	Numerator
21316	Numerator
10425	Numerator
12535	Numerator
15928	Numerator
23239	Numerator
24222	Numerator
5755	Numerator
4242	Numerator
7738	Numerator
7527	Numerator
17850	Numerator
5334	Numerator
23255	Numerator
21457	Numerator
36907	Numerator
10209	Numerator
7154	Numerator
3041	Numerator
11550	Numerator
10764	Numerator
4309	Numerator
1886	Numerator
16652	Numerator
28062	Numerator
10123	Numerator
19516	Numerator
20700	Numerator
18799	Numerator
3285	Numerator
9147	Numerator
19794	Numerator
24946	Numerator
22169	Numerator
2599	Numerator
24262	Numerator
7870	Numerator
2377	Numerator
10450	Numerator
23609	Numerator
28707	Numerator
6712	Numerator
20979	Numerator
24748	Numerator
13314	Numerator
12999	Numerator
7602	Numerator
15357	Numerator
4707	Numerator
17485	Numerator
36289	Numerator
15995	Numerator
2216	Numerator
7829	Numerator
31147	Numerator
26317	Numerator
2218	Numerator
1879	Numerator
11286	Numerator
8377	Numerator
22402	Numerator
15035	Numerator
11626	Numerator
23556	Numerator
18152	Numerator
21088	Numerator
16703	Numerator
11349	Numerator
7324	Numerator
3614	Numerator
7403	Numerator
20721	Numerator
7637	Numerator
2544	Numerator
13105	Numerator
18229	Numerator
11053	Numerator
6465	Numerator
22769	Numerator
11651	Numerator
7509	Numerator
11377	Numerator
8614	Numerator
16144	Numerator
20712	Numerator
3691	Numerator
25099	Numerator
12658	Numerator
11861	Numerator
17736	Numerator
21073	Numerator
9683	Numerator
12547	Numerator
14593	Numerator
29863	Numerator
6386	Numerator
25965	Numerator
12640	Numerator
25773	Numerator
24074	Numerator
18854	Numerator
6026	Numerator
25657	Numerator
2096	Numerator
10466	Numerator
9300	Numerator
2956	Numerator
6772	Numerator
2357	Numerator
30165	Numerator
3848	Numerator
30555	Numerator
35598	Numerator
11715	Numerator
20055	Numerator
11351	Numerator
20766	Numerator
13145	Numerator
16477	Numerator
21729	Numerator
2308	Numerator
3420	Numerator
20758	Numerator
13975	Numerator
24236	Numerator
8020	Numerator
18500	Numerator
6974	Numerator
2163	Numerator
2806	Numerator
3489	Numerator
26407	Numerator
17651	Numerator
27584	Numerator
11910	Numerator
3665	Numerator
25933	Numerator
5924	Numerator
27548	Numerator
17882	Numerator
19765	Numerator
15055	Numerator
23612	Numerator
3396	Numerator
6722	Numerator
1935	Numerator
17949	Numerator
9120	Numerator
26609	Numerator
4468	Numerator
2475	Numerator
16134	Numerator
27070	Numerator
20023	Numerator
3470	Numerator
29451	Numerator
25154	Numerator
11511	Numerator
7607	Numerator
27549	Numerator
29198	Numerator
20341	Numerator
4529	Numerator
20397	Numerator
18494	Numerator
5297	Numerator
29412	Numerator
2391	Numerator
17748	Numerator
6760	Numerator
3527	Numerator
20735	Numerator
29123	Numerator
924	Numerator
1509	Numerator
15143	Numerator
12563	Numerator
12512	Numerator
14679	Numerator
12140	Numerator
8534	Numerator
19466	Numerator
6668	Numerator
10894	Numerator
14244	Numerator
19986	Numerator
27350	Numerator
12259	Numerator
26450	Numerator
10469	Numerator
21164	Numerator
8885	Numerator
19255	Numerator
19315	Numerator
29509	Numerator
10486	Numerator
25227	Numerator
1009	Numerator
23854	Numerator
3083	Numerator
2158	Numerator
29366	Numerator
2736	Numerator
4613	Numerator
26849	Numerator
26841	Numerator
21679	Numerator
22946	Numerator
25546	Numerator
4949	Numerator
29002	Numerator
1917	Numerator
5311	Numerator
5178	Numerator
18250	Numerator
11339	Numerator
24607	Numerator
3826	Numerator
8305	Numerator
10642	Numerator
6676	Numerator
4406	Numerator
11276	Numerator
8849	Numerator
6066	Numerator
22798	Numerator
11204	Numerator
22395	Numerator
3986	Numerator
7069	Numerator
6916	Numerator
23315	Numerator
28872	Numerator
22751	Numerator
12834	Numerator
19921	Numerator
32405	Numerator
12660	Numerator
16222	Numerator
3755	Numerator
5632	Numerator
11940	Numerator
7130	Numerator
11581	Numerator
25575	Numerator
6747	Numerator
18415	Numerator
4400	Numerator
5936	Numerator
5059	Numerator
15345	Numerator
23500	Numerator
2791	Numerator
10027	Numerator
20768	Numerator
22595	Numerator
23548	Numerator
31324	Numerator
8057	Numerator
28722	Numerator
24281	Numerator
1475	Numerator
2732	Numerator
8873	Numerator
1914	Numerator
8471	Numerator
7931	Numerator
21368	Numerator
22371	Numerator
12792	Numerator
11179	Numerator
24956	Numerator
3969	Numerator
3961	Numerator
8809	Numerator
30458	Numerator
3089	Numerator
22983	Numerator
2024	Numerator
13118	Numerator
29844	Numerator
8177	Numerator
21882	Numerator
3258	Numerator
2169	Numerator
16361	Numerator
8066	Numerator
2481	Numerator
5530	Numerator
21608	Numerator
14632	Numerator
6942	Numerator
17134	Numerator
16050	Numerator
4277	Numerator
22016	Numerator
23440	Numerator
23940	Numerator
26665	Numerator
8439	Numerator
17661	Numerator
8147	Numerator
31438	Numerator
5008	Numerator
20732	Numerator
19957	Numerator
26001	Numerator
22376	Numerator
6763	Numerator
26838	Numerator
20827	Numerator
4462	Numerator
11917	Numerator
10549	Numerator
11585	Numerator
2049	Numerator
26309	Numerator
28826	Numerator
24111	Numerator
10676	Numerator
22466	Numerator
11201	Numerator
1507	Numerator
7490	Numerator
22269	Numerator
2513	Numerator
27012	Numerator
10164	Numerator
11002	Numerator
29897	Numerator
8513	Numerator
20640	Numerator
794	Numerator
18801	Numerator
2603	Numerator
14491	Numerator
21716	Numerator
7358	Numerator
26614	Numerator
21890	Numerator
17235	Numerator
9660	Numerator
26957	Numerator
10422	Numerator
5529	Numerator
26955	Numerator
12558	Numerator
15590	Numerator
12857	Numerator
20073	Numerator
27329	Numerator
12167	Numerator
12929	Numerator
7059	Numerator
7845	Numerator
14318	Numerator
29110	Numerator
23345	Numerator
20855	Numerator
2170	Numerator
1173	Numerator
15519	Numerator
7920	Numerator
15047	Numerator
28922	Numerator
21068	Numerator
3237	Numerator
29955	Numerator
9787	Numerator
3588	Numerator
29112	Numerator
11147	Numerator
2319	Numerator
2072	Numerator
19127	Numerator
3878	Numerator
8738	Numerator
10512	Numerator
13927	Numerator
2666	Numerator
27614	Numerator
7522	Numerator
7826	Numerator
6373	Numerator
3679	Numerator
27992	Numerator
3751	Numerator
25519	Numerator
15785	Numerator
20676	Numerator
22160	Numerator
12458	Numerator
24909	Numerator
31252	Numerator
3091	Numerator
10001	Numerator
2483	Numerator
6829	Numerator
2243	Numerator
10048	Numerator
15190	Numerator
33978	Numerator
20842	Numerator
22499	Numerator
3020	Numerator
34905	Numerator
3690	Numerator
27126	Numerator
29142	Numerator
6526	Numerator
25989	Numerator
8952	Numerator
18378	Numerator
4693	Numerator
6705	Numerator
23346	Numerator
3079	Numerator
22000	Numerator
7425	Numerator
15754	Numerator
2593	Numerator
26329	Numerator
4023	Numerator
8488	Numerator
6971	Numerator
26617	Numerator
20261	Numerator
3942	Numerator
5218	Numerator
26211	Numerator
17815	Numerator
22626	Numerator
7676	Numerator
9630	Numerator
29692	Numerator
21187	Numerator
11404	Numerator
6956	Numerator
13693	Numerator
30197	Numerator
9857	Numerator
9935	Numerator
21760	Numerator
21145	Numerator
20092	Numerator
14095	Numerator
30899	Numerator
16164	Numerator
26922	Numerator
3031	Numerator
12079	Numerator
10093	Numerator
7294	Numerator
24742	Numerator
24295	Numerator
6065	Numerator
29656	Numerator
6017	Numerator
20189	Numerator
4507	Numerator
9329	Numerator
10643	Numerator
7861	Numerator
21455	Numerator
9028	Numerator
5042	Numerator
28505	Numerator
14895	Numerator
27550	Numerator
2131	Numerator
28222	Numerator
3037	Numerator
10009	Numerator
1597	Numerator
6737	Numerator
9723	Numerator
23286	Numerator
6500	Numerator
22734	Numerator
7354	Numerator
18009	Numerator
26375	Numerator
26945	Numerator
5628	Numerator
27834	Numerator
29769	Numerator
11468	Numerator
4965	Numerator
10888	Numerator
6762	Numerator
9420	Numerator
32565	Numerator
2164	Numerator
7237	Numerator
5046	Numerator
11463	Numerator
17210	Numerator
9097	Numerator
14351	Numerator
24093	Numerator
16732	Numerator
2229	Numerator
29671	Numerator
17705	Numerator
3785	Numerator
30334	Numerator
27188	Numerator
30049	Numerator
5483	Numerator
21267	Numerator
7533	Numerator
23399	Numerator
9460	Numerator
12319	Numerator
7643	Numerator
2323	Numerator
22197	Numerator
26753	Numerator
12967	Numerator
16367	Numerator
26050	Numerator
11438	Numerator
2965	Numerator
12263	Numerator
4536	Numerator
8679	Numerator
1887	Numerator
9025	Numerator
2661	Numerator
4074	Numerator
8915	Numerator
7262	Numerator
2287	Numerator
11802	Numerator
13068	Numerator
30593	Numerator
23124	Numerator
12242	Numerator
20504	Numerator
10446	Numerator
16242	Numerator
23280	Numerator
19649	Numerator
13597	Numerator
7745	Numerator
26916	Numerator
6068	Numerator
28425	Numerator
12529	Numerator
2900	Numerator
3512	Numerator
8903	Numerator
23297	Numerator
3422	Numerator
3321	Numerator
23485	Numerator
7402	Numerator
10136	Numerator
3323	Numerator
5613	Numerator
32212	Numerator
24871	Numerator
5645	Numerator
11537	Numerator
5760	Numerator
5167	Numerator
9078	Numerator
8025	Numerator
5882	Numerator
29991	Numerator
4897	Numerator
24407	Numerator
25512	Numerator
4827	Numerator
6204	Numerator
4963	Numerator
11881	Numerator
28864	Numerator
5766	Numerator
19788	Numerator
12671	Numerator
9580	Numerator
18579	Numerator
27163	Numerator
13814	Numerator
5592	Numerator
28893	Numerator
6284	Numerator
3552	Numerator
11195	Numerator
5073	Numerator
6838	Numerator
16298	Numerator
2392	Numerator
9850	Numerator
10114	Numerator
9041	Numerator
2322	Numerator
3065	Numerator
21429	Numerator
2120	Numerator
23126	Numerator
21727	Numerator
10560	Numerator
6070	Numerator
5607	Numerator
10454	Numerator
6161	Numerator
16199	Numerator
2627	Numerator
7855	Numerator
6359	Numerator
5743	Numerator
5513	Numerator
2578	Numerator
32592	Numerator
7406	Numerator
8190	Numerator
6708	Numerator
3810	Numerator
21926	Numerator
5845	Numerator
10885	Numerator
25332	Numerator
9222	Numerator
13828	Numerator
3655	Numerator
6031	Numerator
31093	Numerator
2966	Numerator
9301	Numerator
4815	Numerator
18079	Numerator
2699	Numerator
9319	Numerator
5839	Numerator
14374	Numerator
3531	Numerator
8694	Numerator
4103	Numerator
3892	Numerator
5889	Numerator
2562	Numerator
23305	Numerator
18049	Numerator
9027	Numerator
22905	Numerator
17728	Numerator
7203	Numerator
5700	Numerator
4941	Numerator
10634	Numerator
3359	Numerator
13587	Numerator
2882	Numerator
3405	Numerator
29881	Numerator
15974	Numerator
9404	Numerator
6770	Numerator
35605	Numerator
2356	Numerator
5312	Numerator
4958	Numerator
9730	Numerator
16667	Numerator
8180	Numerator
5179	Numerator
28171	Numerator
6226	Numerator
3503	Numerator
7278	Numerator
9869	Numerator
5838	Numerator
9726	Numerator
9964	Numerator
6092	Numerator
11167	Numerator
8174	Numerator
8195	Numerator
10546	Numerator
32590	Numerator
6078	Numerator
9737	Numerator
4154	Numerator
2173	Numerator
30735	Numerator
19500	Numerator
9636	Numerator
14285	Numerator
31079	Numerator
27102	Numerator
5925	Numerator
5285	Numerator
1802	Numerator
11431	Numerator
10903	Numerator
14002	Numerator
27195	Numerator
8106	Numerator
2655	Numerator
3064	Numerator
11329	Numerator
29293	Numerator
15455	Numerator
3077	Numerator
9829	Numerator
2085	Numerator
4319	Numerator
17013	Numerator
3832	Numerator
11512	Numerator
18228	Numerator
7868	Numerator
2387	Numerator
6151	Numerator
2414	Numerator
27439	Numerator
25520	Numerator
6470	Numerator
29806	Numerator
9832	Numerator
17778	Numerator
5615	Numerator
15430	Numerator
8938	Numerator
2893	Numerator
11035	Numerator
19406	Numerator
3903	Numerator
6290	Numerator
3255	Numerator
4927	Numerator
7949	Numerator
31083	Numerator
32064	Numerator
6607	Numerator
2950	Numerator
2187	Numerator
2935	Numerator
31081	Numerator
2199	Numerator
32461	Numerator
9954	Numerator
27060	Numerator
3739	Numerator
2006	Numerator
4612	Numerator
3223	Numerator
31623	Numerator
4635	Numerator
5246	Numerator
30057	Numerator
32960	Numerator
